created_date,status,segmento,comision_actual,logistic_type,store_type,barrio,category,cooking_time,tiene_otra_app,brand_id,store_id
2025-03-20T11:48:35.174Z,active,Microstores,42.0,3P,New brand,FLORESTA,Pastas,20 min,Sí,12738.0,112753
2025-03-20T11:47:20.825Z,active,Microstores,42.0,3P,New brand,VILLA ORTÚZAR,Bebidas,15 min,No,14291.0,114329
2025-03-20T11:46:17.788Z,active,Microstores,42.0,3P,New brand,VILLA MARTELLI,Empanadas,25 min,Sí,14418.0,104117
2025-03-20T11:45:14.176Z,active,Microstores,42.0,3P,New brand,MARTÍNEZ,Bebidas,10 min,No,13199.0,110854
2025-03-20T11:43:54.874Z,active,Microstores,42.0,3P,New brand,FLORES,Argentina,25 min,Sí,11109.0,106314
2025-03-20T11:42:18.771Z,active,Top Players,18.75,3P,Brand expansion,,Hamburguesa,10 min,Sí,10932.0,103278
2025-03-20T11:36:28.697Z,active,Microstores,42.0,3P,New brand,BELGRANO,Desayunos y meriendas,20 min,No,11279.0,107282
2025-03-20T11:21:14.529Z,active,Top Players,0.0,3P,Brand expansion,PARQUE PATRICIOS,Empanadas,15 min,Sí,12073.0,106316
2025-03-20T10:57:54.110Z,active,Top Players,27.0,3P,Brand expansion,BOEDO,Empanadas,15 min,Sí,10201.0,107858
2025-03-20T10:47:55.031Z,active,Microstores,42.0,3P,New brand,LA PLATA,Argentina,5 min,Sí,11202.0,106690
2025-03-20T10:44:59.061Z,active,Top Players,24.0,3P,Brand expansion,SAN MARTÍN CENTRO,Sushi,25 min,Sí,12051.0,102660
2025-03-20T10:32:12.677Z,active,Microstores,42.0,3P,New brand,SAN CRISTÓBAL,Empanadas,25 min,No,13290.0,109086
2025-03-20T10:30:01.989Z,active,Top Players,24.0,3P,Brand expansion,LA PLATA,Sushi,15 min,Sí,12561.0,106350
2025-03-20T10:07:18.475Z,active,Microstores,42.0,3P,New brand,PARQUE CHACABUCO,Comida rápida,30 min,No,14270.0,110807
2025-03-20T05:06:09.075Z,active,Top Players,27.0,3P,Brand expansion,BOEDO,Empanadas,10 min,Sí,11640.0,104851
2025-03-20T04:06:44.011Z,active,Top Players,0.0,3P,Brand expansion,PARQUE PATRICIOS,Empanadas,10 min,Sí,14679.0,114677
2025-03-20T03:07:43.057Z,active,Top Players,0.0,3P,Brand expansion,PARQUE PATRICIOS,Empanadas,10 min,Sí,14760.0,108189
2025-03-20T02:06:27.252Z,active,Top Players,24.0,3P,Brand expansion,,Milanesas,15 min,Sí,12241.0,105820
2025-03-20T01:07:57.835Z,active,Top Players,24.0,3P,Brand expansion,,Argentina,15 min,Sí,13883.0,114107
2025-03-19T20:06:09.556Z,active,Picked Locals,36.0,3P,Brand expansion,CIUDADELA,Helado,20 min,Sí,10450.0,109191
2025-03-19T19:48:15.709Z,active,Top Players,18.75,3P,Brand expansion,SAN ISIDRO,Hamburguesa,10 min,Sí,10932.0,107372
2025-03-19T19:35:10.072Z,active,Microstores,34.5,3P,Brand expansion,SAN NICOLÁS,Bebidas,5 min,Sí,12619.0,101745
2025-03-19T19:18:26.960Z,active,Microstores,39.0,3P,Brand expansion,SAN NICOLÁS,Pastas,15 min,Sí,10068.0,114041
2025-03-19T19:12:25.957Z,active,Microstores,42.0,3P,New brand,,Parrilla,20 min,Sí,14087.0,107990
2025-03-19T18:45:16.710Z,active,Microstores,42.0,3P,New brand,LA PLATA,Pizza,20 min,Sí,10642.0,113513
2025-03-19T18:06:57.802Z,active,Microstores,39.0,3P,Multi brand,MUNRO,Pastas,15 min,Sí,14659.0,112941
2025-03-19T18:05:57.642Z,active,Microstores,42.0,3P,New brand,VILLA LYNCH,Desayunos y meriendas,20 min,Sí,12691.0,103672
2025-03-19T18:02:12.513Z,active,Microstores,42.0,3P,New brand,LA PLATA,Helado,20 min,Sí,12571.0,103609
2025-03-19T17:50:10.146Z,active,Microstores,42.0,3P,New brand,LA PLATA,Pastas,20 min,No,,103617
2025-03-19T17:49:44.543Z,active,Microstores,42.0,3P,New brand,VILLA ADELINA,Desayunos y meriendas,20 min,Sí,13187.0,113981
2025-03-19T17:49:02.478Z,active,Microstores,42.0,3P,New brand,PALERMO,Panadería,20 min,Sí,,114774
2025-03-19T17:48:07.322Z,active,Microstores,42.0,3P,New brand,FLORES,,20 min,No,,115290
2025-03-19T17:47:08.990Z,active,Microstores,42.0,3P,New brand,VILLA CRESPO,Pizza,20 min,No,,109799
2025-03-19T17:46:14.884Z,active,Microstores,42.0,3P,New brand,LA PLATA,Hamburguesa,20 min,No,,106699
2025-03-19T17:45:34.460Z,active,Microstores,42.0,3P,New brand,PALERMO,Venezolana,20 min,Sí,,104248
2025-03-19T17:43:17.645Z,active,Microstores,42.0,3P,New brand,MONSERRAT,Desayunos y meriendas,20 min,No,14453.0,112861
2025-03-19T17:42:30.793Z,active,Microstores,42.0,3P,New brand,RAMOS MEJÍA,,20 min,No,10232.0,103962
2025-03-19T17:41:48.588Z,active,Microstores,42.0,3P,New brand,LA PLATA,,20 min,No,12570.0,115444
2025-03-19T17:40:46.959Z,active,Microstores,42.0,3P,New brand,RAMOS MEJÍA,,20 min,No,10232.0,114048
2025-03-19T17:40:10.653Z,active,Microstores,42.0,3P,New brand,RAMOS MEJÍA,Helado,20 min,No,10232.0,110260
2025-03-19T17:39:32.370Z,active,Microstores,42.0,3P,New brand,FLORIDA OESTE,Sándwiches,20 min,Sí,,110405
2025-03-19T17:18:50.519Z,active,Microstores,42.0,3P,New brand,MUNRO,Milanesas,30 min,Sí,12813.0,112342
2025-03-19T16:48:15.817Z,active,Microstores,42.0,3P,New brand,PALERMO,Bebidas,10 min,Sí,11745.0,112469
2025-03-19T16:09:19.776Z,active,Microstores,42.0,3P,New brand,MONSERRAT,Helado,5 min,No,12195.0,106161
2025-03-19T15:33:30.193Z,active,Microstores,42.0,3P,New brand,MONSERRAT,Desayunos y meriendas,30 min,No,11716.0,104396
2025-03-19T15:19:18.994Z,active,Microstores,42.0,3P,New brand,VILLA SAN ANDRÉS,Ensaladas,30 min,Sí,11867.0,114625
2025-03-19T15:04:44.323Z,active,Microstores,42.0,3P,New brand,LINIERS,Peruana,20 min,No,11718.0,114131
2025-03-19T14:34:38.174Z,active,Microstores,42.0,3P,New brand,CARAPACHAY,Pizza,20 min,Sí,,100248
2025-03-19T14:31:31.299Z,active,Microstores,42.0,3P,New brand,BELGRANO,Pizza,20 min,No,,105080
2025-03-19T14:26:21.229Z,active,Microstores,42.0,3P,New brand,BALVANERA,,20 min,No,,114405
2025-03-19T14:22:23.503Z,active,Microstores,42.0,3P,New brand,FLORES,Helado,20 min,No,,105014
2025-03-19T14:19:16.435Z,active,Microstores,42.0,3P,New brand,VILLA ADELINA,Sándwiches,20 min,Sí,,110397
2025-03-19T14:17:01.720Z,active,Microstores,42.0,3P,New brand,SAN CRISTÓBAL,,20 min,Sí,10571.0,111953
2025-03-19T14:09:13.577Z,active,Microstores,42.0,3P,New brand,RAMOS MEJÍA,Pastas,20 min,No,11257.0,107066
2025-03-19T14:06:23.930Z,active,Microstores,42.0,3P,New brand,LA PLATA,Pizza,20 min,No,12638.0,104588
2025-03-19T14:02:49.646Z,active,Microstores,42.0,3P,New brand,VILLA ADELINA,Empanadas,20 min,Sí,14375.0,101736
2025-03-19T13:56:44.481Z,active,Microstores,42.0,3P,New brand,VILLA MARTELLI,Panadería,20 min,Sí,12753.0,114599
2025-03-19T13:55:53.405Z,active,Top Players,0.0,3P,Brand expansion,FLORES,Pizza,15 min,Sí,12640.0,101102
2025-03-19T13:53:28.045Z,active,Microstores,42.0,3P,New brand,BALVANERA,Peruana,20 min,No,11694.0,108294
2025-03-19T13:48:24.193Z,active,Microstores,42.0,3P,New brand,LA PLATA,Venezolana,20 min,No,14027.0,110029
2025-03-19T13:10:38.657Z,active,Top Players,0.0,3P,Brand expansion,FLORES,Empanadas,15 min,Sí,10201.0,111102
2025-03-19T04:22:43.884Z,active,Top Players,0.0,3P,Brand expansion,FLORES,Empanadas,15 min,Sí,14760.0,101806
2025-03-19T03:12:05.767Z,active,Top Players,24.0,3P,Brand expansion,SAN MARTÍN CENTRO,Sushi,25 min,Sí,12145.0,109962
2025-03-19T02:51:05.412Z,active,Top Players,24.0,3P,Brand expansion,SAN MARTÍN CENTRO,Saludable,25 min,Sí,10912.0,109298
2025-03-19T02:34:33.551Z,active,Top Players,0.0,3P,Brand expansion,FLORES,Empanadas,15 min,Sí,12073.0,106650
2025-03-19T02:25:33.511Z,active,Top Players,0.0,3P,Brand expansion,FLORES,Empanadas,15 min,Sí,14679.0,103205
2025-03-18T23:05:24.612Z,active,Top Players,30.0,3P,Brand expansion,LA PLATA,Helado,10 min,Sí,13326.0,100721
2025-03-18T22:24:01.302Z,active,Top Players,27.0,3P,Brand expansion,MONSERRAT,Empanadas,15 min,Sí,12073.0,111173
2025-03-18T22:10:14.342Z,active,Microstores,39.0,3P,Multi brand,LA PLATA,Hamburguesa,20 min,Sí,14382.0,103633
2025-03-18T22:09:20.212Z,active,Microstores,42.0,3P,New brand,SAN MARTÍN CENTRO,Comida rápida,20 min,Sí,12669.0,104552
2025-03-18T22:08:07.432Z,active,Microstores,42.0,3P,New brand,MUNRO,Argentina,15 min,Sí,11193.0,114344
2025-03-18T22:06:07.209Z,active,Microstores,42.0,3P,New brand,MONSERRAT,Desayunos y meriendas,5 min,Sí,13755.0,105999
2025-03-18T22:03:03.370Z,active,Microstores,42.0,3P,Multi brand,LA PLATA,Internacional,40 min,Sí,12041.0,103883
2025-03-18T21:56:27.343Z,active,Picked Locals,36.0,3P,Multi brand,SAN ISIDRO,Milanesas,20 min,Sí,13190.0,111717
2025-03-18T21:49:35.033Z,active,Microstores,42.0,3P,New brand,LA PLATA,Hamburguesa,20 min,Sí,10306.0,102672
2025-03-18T21:42:42.083Z,active,Top Players,30.0,3P,Brand expansion,VILLA ADELINA,Helado,10 min,Sí,13326.0,106339
2025-03-18T21:35:16.972Z,active,Picked Locals,33.0,3P,Brand expansion,NÚÑEZ,Desayunos y meriendas,10 min,Sí,14343.0,110099
2025-03-18T21:29:25.215Z,active,Picked Locals,30.0,3P,Multi brand,MONTE CASTRO,Empanadas,10 min,Sí,12062.0,110404
2025-03-18T21:27:07.997Z,active,Microstores,42.0,3P,New brand,BECCAR,Hamburguesa,35 min,Sí,11019.0,109850
2025-03-18T21:23:41.184Z,active,Picked Locals,33.0,3P,New brand,VILLA ADELINA,Pizza,20 min,Sí,12966.0,105464
2025-03-18T20:09:38.105Z,active,Microstores,42.0,3P,New brand,VILLA SAN ANDRÉS,Hamburguesa,35 min,Sí,11997.0,113400
2025-03-18T20:00:28.071Z,active,Top Players,24.0,3P,Brand expansion,VILLA DEVOTO,Saludable,20 min,Sí,10899.0,107861
2025-03-18T19:54:02.129Z,active,Top Players,24.0,3P,Brand expansion,VILLA DEVOTO,Sushi,10 min,Sí,12561.0,115070
2025-03-18T19:48:34.064Z,active,Top Players,27.0,3P,Brand expansion,CABALLITO,Pizza,15 min,Sí,12640.0,106349
2025-03-18T19:44:38.988Z,active,Top Players,0.0,3P,Brand expansion,CABALLITO,Empanadas,10 min,Sí,10652.0,106854
2025-03-18T19:38:49.928Z,active,Top Players,0.0,3P,Brand expansion,LA PLATA,Empanadas,10 min,Sí,10652.0,112276
2025-03-18T19:32:59.773Z,active,Top Players,0.0,3P,Brand expansion,,Empanadas,10 min,Sí,10652.0,101162
2025-03-18T19:26:12.180Z,active,Picked Locals,24.0,3P,Brand expansion,PALERMO,Asiática,25 min,Sí,14308.0,109451
2025-03-18T19:21:14.850Z,active,Top Players,24.0,3P,Brand expansion,LA PLATA,Hamburguesa,10 min,Sí,13851.0,110825
2025-03-18T19:17:28.718Z,active,Top Players,0.0,3P,Brand expansion,NUEVA POMPEYA,Empanadas,10 min,Sí,10652.0,103158
2025-03-18T19:16:29.840Z,active,Top Players,27.0,3P,Brand expansion,CABALLITO,Empanadas,15 min,Sí,11640.0,107289
2025-03-18T18:26:13.384Z,active,Microstores,42.0,3P,New brand,BECCAR,Sushi,15 min,Sí,13340.0,102468
2025-03-18T18:24:12.350Z,active,Picked Locals,37.5,3P,New brand,PALERMO,Bebidas,20 min,No,13960.0,112986
2025-03-18T18:21:30.347Z,active,Top Players,0.0,3P,Brand expansion,COLEGIALES,Pizza,15 min,Sí,12640.0,108029
2025-03-18T18:18:10.300Z,active,Top Players,27.0,3P,Brand expansion,CABALLITO,Empanadas,15 min,Sí,14760.0,112092
2025-03-18T18:15:01.492Z,active,Top Players,24.0,3P,Brand expansion,LA PLATA,Sushi,30 min,Sí,12145.0,115138
2025-03-18T18:11:13.212Z,active,Top Players,27.0,3P,Brand expansion,CABALLITO,Empanadas,15 min,Sí,12073.0,112556
2025-03-18T18:09:02.181Z,active,Top Players,27.0,3P,Brand expansion,COLEGIALES,Empanadas,15 min,Sí,10201.0,109750
2025-03-18T18:07:07.224Z,active,Top Players,27.0,3P,Brand expansion,CABALLITO,Empanadas,15 min,Sí,10201.0,110833
2025-03-18T18:03:09.224Z,active,Top Players,27.0,3P,Brand expansion,COLEGIALES,Empanadas,15 min,Sí,11640.0,102077
2025-03-18T18:00:01.291Z,active,Top Players,27.0,3P,Brand expansion,CABALLITO,Empanadas,15 min,Sí,14679.0,103210
2025-03-18T17:58:13.995Z,active,Picked Locals,30.0,3P,Brand expansion,,Empanadas,10 min,Sí,12062.0,103807
2025-03-18T17:56:52.241Z,active,Picked Locals,25.5,3P,Brand expansion,RECOLETA,Sushi,15 min,Sí,10905.0,112865
2025-03-18T17:51:57.961Z,active,Picked Locals,30.0,3P,Brand expansion,,Empanadas,10 min,Sí,12062.0,109067
2025-03-18T17:50:02.990Z,active,Picked Locals,30.0,3P,Brand expansion,BALVANERA,Empanadas,10 min,Sí,12062.0,101580
2025-03-18T17:48:10.984Z,active,Picked Locals,30.0,3P,Brand expansion,,Empanadas,10 min,Sí,12062.0,101540
2025-03-18T17:46:24.962Z,active,Picked Locals,30.0,3P,Brand expansion,,Empanadas,10 min,Sí,12062.0,109045
2025-03-18T17:44:05.162Z,active,Picked Locals,30.0,3P,Brand expansion,COLEGIALES,Empanadas,10 min,Sí,12062.0,100434
2025-03-18T17:41:17.134Z,active,Picked Locals,30.0,3P,Brand expansion,,Empanadas,10 min,Sí,12062.0,113139
2025-03-18T17:39:07.140Z,active,Picked Locals,30.0,3P,Brand expansion,BELGRANO,Empanadas,10 min,Sí,12062.0,111503
2025-03-18T17:35:05.096Z,active,Microstores,42.0,3P,New brand,,Comida rápida,35 min,Sí,13377.0,108741
2025-03-18T17:33:02.786Z,active,Top Players,24.0,3P,Brand expansion,LA PLATA,Sushi,25 min,Sí,12051.0,101138
2025-03-18T17:31:28.093Z,active,Top Players,30.0,3P,Brand expansion,OLIVOS,Helado,10 min,Sí,13326.0,111792
2025-03-18T17:24:11.747Z,active,Top Players,15.0,3P,Brand expansion,VILLA ADELINA,Empanadas,25 min,Sí,13123.0,113896
2025-03-18T17:21:50.817Z,active,Top Players,27.0,3P,Brand expansion,COLEGIALES,Empanadas,15 min,Sí,14679.0,115123
2025-03-18T17:19:31.830Z,active,Top Players,27.0,3P,Brand expansion,COLEGIALES,Empanadas,15 min,No,14760.0,114173
2025-03-18T17:17:08.680Z,active,Picked Locals,37.5,3P,Brand expansion,SAN NICOLÁS,Sushi,10 min,Sí,11071.0,111673
2025-03-18T17:14:42.702Z,active,Top Players,27.0,3P,Brand expansion,COLEGIALES,Empanadas,15 min,Sí,12073.0,108633
2025-03-18T17:12:30.701Z,active,Picked Locals,30.0,3P,Brand expansion,MUNRO,Pizza,30 min,Sí,11709.0,110840
2025-03-18T17:10:15.605Z,active,Picked Locals,37.5,3P,Brand expansion,ALMAGRO,Hamburguesa,10 min,Sí,12186.0,110299
2025-03-18T17:08:40.616Z,active,Picked Locals,37.5,3P,Brand expansion,ALMAGRO,Saludable,10 min,Sí,10962.0,108731
2025-03-18T17:06:03.621Z,active,Picked Locals,37.5,3P,Brand expansion,SAN NICOLÁS,Saludable,10 min,Sí,10962.0,105580
2025-03-18T17:03:51.873Z,active,Picked Locals,33.0,3P,New brand,VILLA ADELINA,Argentina,20 min,Sí,11667.0,115157
2025-03-18T17:00:48.635Z,active,Microstores,42.0,3P,New brand,VILLA MARTELLI,Hamburguesa,20 min,Sí,13036.0,104295
2025-03-18T15:46:57.190Z,active,Microstores,42.0,3P,New brand,VILLA DEVOTO,Argentina,25 min,No,10155.0,107856
2025-03-18T15:43:01.072Z,active,Picked Locals,34.5,3P,Brand expansion,MUNRO,Hamburguesa,20 min,Sí,10957.0,106495
2025-03-18T15:38:30.938Z,active,Microstores,42.0,3P,New brand,RECOLETA,Venezolana,15 min,No,13398.0,111464
2025-03-18T15:17:51.677Z,active,Microstores,42.0,3P,New brand,LA PLATA,Panadería,20 min,Sí,12059.0,109960
2025-03-18T14:38:54.967Z,active,Microstores,42.0,3P,New brand,LA PLATA,Pescados y mariscos,20 min,Sí,10407.0,108242
2025-03-18T14:22:38.238Z,active,Microstores,42.0,3P,New brand,VILLA CRESPO,,20 min,No,12993.0,114442
2025-03-18T13:40:16.117Z,active,Microstores,42.0,3P,New brand,FLORESTA,,20 min,No,12911.0,112535
2025-03-18T13:31:24.585Z,active,Microstores,42.0,3P,New brand,VILLA ADELINA,Helado,20 min,Sí,13061.0,112965
2025-03-18T13:23:13.732Z,active,Microstores,42.0,3P,New brand,LA PLATA,Hamburguesa,20 min,Sí,14235.0,107382
2025-03-18T12:38:33.748Z,active,Microstores,42.0,3P,New brand,PATERNAL,Postres,20 min,Sí,10051.0,109036
2025-03-18T12:18:14.881Z,active,Microstores,42.0,3P,New brand,LA PLATA,Argentina,20 min,Sí,14534.0,107576
2025-03-18T11:48:06.404Z,active,Microstores,42.0,3P,New brand,LA PLATA,Saludable,20 min,Sí,14726.0,105652
2025-03-18T11:43:34.938Z,active,Picked Locals,36.0,3P,New brand,LA PLATA,Hamburguesa,20 min,Sí,11727.0,113103
2025-03-18T11:18:07.157Z,active,Microstores,39.0,3P,New brand,SAN NICOLÁS,Pastas,35 min,Sí,10068.0,109394
2025-03-18T10:48:01.989Z,active,Microstores,42.0,3P,New brand,CIUDADELA,Sándwiches,20 min,Sí,14430.0,112779
2025-03-18T10:32:11.829Z,active,Microstores,34.5,3P,New brand,VILLA URQUIZA,Bebidas,5 min,Sí,12619.0,109322
2025-03-18T10:09:37.747Z,active,Microstores,42.0,3P,New brand,SAN MARTÍN CENTRO,Milanesas,15 min,Sí,14284.0,105372
2025-03-18T00:11:08.002Z,active,Microstores,42.0,3P,New brand,RECOLETA,Helado,20 min,No,13972.0,106728
2025-03-18T00:08:43.992Z,active,Microstores,42.0,3P,New brand,VILLA CRESPO,Helado,20 min,No,13972.0,112983
2025-03-18T00:06:08.373Z,active,Microstores,42.0,3P,New brand,MONSERRAT,Helado,20 min,No,13972.0,112090
2025-03-18T00:04:00.212Z,active,Microstores,42.0,3P,New brand,CABALLITO,Helado,20 min,No,13972.0,107135
2025-03-18T00:01:51.663Z,active,Microstores,42.0,3P,New brand,RECOLETA,Helado,20 min,No,13972.0,112320
2025-03-17T23:58:22.365Z,active,Microstores,42.0,3P,New brand,CABALLITO,Helado,20 min,No,13972.0,113125
2025-03-17T23:51:40.480Z,active,Microstores,42.0,3P,New brand,ALMAGRO,Helado,20 min,No,13972.0,114126
2025-03-17T23:49:22.501Z,active,Microstores,42.0,3P,New brand,RECOLETA,Helado,20 min,No,13972.0,108472
2025-03-17T23:46:50.425Z,active,Microstores,42.0,3P,New brand,MONSERRAT,Helado,20 min,No,13972.0,113393
2025-03-17T23:43:57.534Z,active,Microstores,42.0,3P,New brand,BELGRANO,Helado,20 min,No,13972.0,106277
2025-03-17T20:03:02.886Z,active,Microstores,42.0,3P,New brand,RAMOS MEJÍA,Pizza,20 min,No,10830.0,103303
2025-03-17T19:43:35.292Z,active,Microstores,42.0,3P,New brand,LA PLATA,Desayunos y meriendas,20 min,No,13390.0,110782
2025-03-17T19:20:09.505Z,active,Microstores,42.0,3P,New brand,FLORES,,20 min,No,13320.0,112086
2025-03-17T19:12:05.253Z,active,Microstores,42.0,3P,New brand,LA PLATA,Pescados y mariscos,20 min,Sí,10407.0,102895
2025-03-17T18:30:40.011Z,active,Microstores,42.0,3P,New brand,RECOLETA,,20 min,No,11769.0,101241
2025-03-17T18:11:21.554Z,active,Microstores,42.0,3P,New brand,BOEDO,Pizza,20 min,No,11087.0,103186
2025-03-17T13:46:47.421Z,active,Microstores,42.0,3P,New brand,VILLA URQUIZA,Poke,20 min,No,11793.0,110506
2025-03-17T04:10:01.561Z,active,Microstores,42.0,3P,New brand,LA PLATA,Milanesas,20 min,Sí,,104676
2025-03-17T04:09:35.187Z,active,Microstores,42.0,3P,New brand,VILLA ADELINA,Sándwiches,20 min,No,,111033
2025-03-17T04:07:38.580Z,active,Microstores,42.0,3P,New brand,FLORES,Comida rápida,20 min,No,13521.0,110018
2025-03-17T04:07:13.336Z,active,Microstores,42.0,3P,New brand,BALVANERA,Panadería,20 min,No,14225.0,112023
2025-03-17T04:06:29.748Z,active,Microstores,42.0,3P,New brand,LA PLATA,,20 min,No,,107582
2025-03-17T04:05:23.519Z,active,Microstores,42.0,3P,New brand,LA PLATA,,20 min,No,11807.0,106084
2025-03-17T04:03:56.440Z,active,Microstores,42.0,3P,New brand,MUNRO,Venezolana,20 min,Sí,11240.0,112178
2025-03-17T04:03:24.454Z,active,Microstores,42.0,3P,New brand,RAMOS MEJÍA,,20 min,No,13433.0,110802
2025-03-17T04:02:55.700Z,active,Microstores,42.0,3P,New brand,ALMAGRO,Helado,20 min,No,12557.0,109877
2025-03-17T03:41:36.632Z,active,Microstores,42.0,3P,New brand,,Panadería,20 min,Sí,11122.0,112562
2025-03-17T03:40:58.097Z,active,Microstores,42.0,3P,New brand,,,20 min,No,12061.0,113211
2025-03-17T03:40:18.586Z,active,Microstores,42.0,3P,New brand,PALERMO,Panadería,20 min,No,12407.0,107682
2025-03-17T03:39:29.638Z,active,Microstores,42.0,3P,New brand,LINIERS,Panadería,20 min,No,13597.0,100369
2025-03-17T03:39:05.919Z,active,Microstores,42.0,3P,New brand,MONSERRAT,Panadería,20 min,No,13477.0,111600
2025-03-17T03:38:42.434Z,active,Microstores,42.0,3P,New brand,MUNRO,Panadería,20 min,No,14018.0,112848
2025-03-17T03:38:20.735Z,active,Microstores,42.0,3P,New brand,LA PLATA,Empanadas,20 min,No,10100.0,106233
2025-03-17T03:36:42.217Z,active,Microstores,42.0,3P,New brand,PALERMO,Sushi,20 min,No,13334.0,105767
2025-03-16T00:06:22.851Z,active,Top Players,0.0,3P,Brand expansion,BELGRANO,Empanadas,10 min,Sí,10652.0,113510
2025-03-15T13:47:57.284Z,active,Picked Locals,30.0,3P,Brand expansion,,Empanadas,10 min,Sí,12062.0,110595
2025-03-15T13:34:29.284Z,active,Picked Locals,30.0,3P,Brand expansion,PARQUE AVELLANEDA,Empanadas,10 min,Sí,12062.0,111132
2025-03-15T13:17:59.157Z,active,Picked Locals,30.0,3P,Brand expansion,CABALLITO,Empanadas,10 min,Sí,12062.0,104538
2025-03-15T13:06:53.791Z,active,Picked Locals,30.0,3P,Brand expansion,,Empanadas,10 min,Sí,12062.0,100482
2025-03-15T11:48:42.019Z,active,Microstores,42.0,3P,New brand,CARAPACHAY,Carnes,30 min,Sí,10097.0,111144
2025-03-15T11:37:39.450Z,active,Microstores,42.0,3P,New brand,CIUDADELA,Helado,20 min,Sí,12890.0,103345
2025-03-15T10:35:00.176Z,active,Microstores,42.0,3P,New brand,RECOLETA,Desayunos y meriendas,15 min,No,11720.0,114245
2025-03-15T10:04:46.987Z,active,Picked Locals,42.0,3P,New brand,RAMOS MEJÍA,Sushi,25 min,Sí,13241.0,105770
2025-03-15T04:13:38.035Z,active,Top Players,30.0,3P,Brand expansion,PALERMO,Sándwiches,10 min,Sí,12012.0,109327
2025-03-14T15:08:42.399Z,active,Picked Locals,30.0,3P,Brand expansion,VILLA DEL PARQUE,Empanadas,10 min,Sí,12062.0,109818
2025-03-14T14:53:45.196Z,active,Microstores,42.0,3P,New brand,LA PLATA,Pizza,20 min,No,10442.0,101332
2025-03-14T14:50:27.705Z,active,Microstores,42.0,3P,New brand,LA PLATA,Desayunos y meriendas,20 min,No,13689.0,109805
2025-03-14T14:33:50.074Z,active,Microstores,42.0,3P,New brand,FLORES,,20 min,No,13542.0,105844
2025-03-14T14:18:23.804Z,active,Picked Locals,15.0,3P,Brand expansion,LA PLATA,Pizza,20 min,Sí,12814.0,105683
2025-03-14T13:48:07.616Z,active,Picked Locals,30.0,3P,Brand expansion,CABALLITO,Empanadas,10 min,Sí,12062.0,103638
2025-03-14T13:36:11.514Z,active,Picked Locals,30.0,3P,Brand expansion,VILLA CRESPO,Empanadas,10 min,Sí,12062.0,110647
2025-03-14T13:13:26.028Z,active,Microstores,42.0,3P,New brand,LA PLATA,Parrilla,20 min,No,11064.0,113219
2025-03-14T13:03:15.240Z,active,Microstores,42.0,3P,New brand,BELGRANO,Árabe,20 min,Sí,13876.0,111222
2025-03-14T11:32:27.654Z,active,Picked Locals,30.0,3P,New brand,LA PLATA,Empanadas,15 min,Sí,11271.0,112162
2025-03-14T11:04:56.379Z,active,Microstores,42.0,3P,New brand,LOMAS DEL MIRADOR,Empanadas,20 min,Sí,12951.0,112768
2025-03-14T10:48:00.263Z,active,Microstores,42.0,3P,New brand,SAN CRISTÓBAL,Argentina,40 min,No,14039.0,107306
2025-03-14T10:32:10.119Z,active,Picked Locals,36.0,3P,New brand,BELGRANO,Pastas,10 min,Sí,14581.0,112233
2025-03-14T10:18:02.901Z,active,Microstores,42.0,3P,New brand,VILLA LUGANO,Hamburguesa,20 min,Sí,12769.0,104565
2025-03-14T10:06:49.088Z,active,Microstores,42.0,3P,New brand,CONSTITUCIÓN,Licuados y jugos,10 min,No,10320.0,115258
2025-03-14T02:10:38.014Z,active,Picked Locals,30.0,3P,Brand expansion,RAMOS MEJÍA,Peruana,20 min,Sí,14341.0,105107
2025-03-14T00:07:51.726Z,active,Picked Locals,30.0,3P,Brand expansion,RAMOS MEJÍA,Sushi,20 min,Sí,14368.0,111394
2025-03-13T23:05:58.496Z,active,Picked Locals,30.0,3P,Brand expansion,RAMOS MEJÍA,Saludable,20 min,Sí,10850.0,112613
2025-03-13T16:54:59.507Z,active,Microstores,42.0,3P,New brand,LA PLATA,Panadería,20 min,No,11085.0,100442
2025-03-13T16:49:13.404Z,active,Microstores,42.0,3P,New brand,LA PLATA,Empanadas,20 min,Sí,13179.0,114790
2025-03-13T16:45:35.532Z,active,Microstores,42.0,3P,New brand,PARQUE CHACABUCO,Empanadas,20 min,No,10190.0,101019
2025-03-13T16:33:38.455Z,active,Microstores,42.0,3P,New brand,LA PLATA,Saludable,20 min,No,10860.0,114081
2025-03-13T15:16:06.342Z,active,Microstores,42.0,3P,New brand,VILLA CRESPO,Venezolana,20 min,Sí,11393.0,106485
2025-03-13T15:14:05.249Z,active,Microstores,42.0,3P,New brand,BALVANERA,Desayunos y meriendas,20 min,No,14686.0,112184
2025-03-13T15:07:49.597Z,active,Microstores,42.0,3P,New brand,MUNRO,Pizza,20 min,No,12013.0,114875
2025-03-13T15:04:33.495Z,active,Microstores,42.0,3P,New brand,LA PLATA,Pizza,20 min,Sí,10897.0,101889
2025-03-13T14:56:23.834Z,active,Microstores,42.0,3P,New brand,LA PLATA,Helado,20 min,No,11083.0,107343
2025-03-13T14:44:41.788Z,active,Microstores,42.0,3P,New brand,RECOLETA,Saludable,20 min,No,12822.0,107669
2025-03-13T14:10:57.759Z,active,Microstores,42.0,3P,New brand,LA PLATA,Empanadas,20 min,No,14670.0,108414
