created_date,status,segmento,comision_actual,logistic_type,store_type,barrio,category,cooking_time,tiene_otra_app,brand_id,store_id
2025-07-23T15:10:51.458Z,active,Microstores,42.0,3P,Brand expansion,MARTÍNEZ,Milanesas,15 min,Sí,12280.0,110488
2025-07-23T15:06:30.444Z,active,Top Players,22.5,3P,Brand expansion,SAN JUSTO,Hamburguesa,10 min,Sí,12102.0,109668
2025-07-23T14:58:59.538Z,active,Top Players,22.5,3P,Brand expansion,LOS NARANJOS,Hamburguesa,10 min,Sí,12102.0,104603
2025-07-23T14:52:21.512Z,active,Top Players,22.5,3P,Brand expansion,JARDIN,Hamburguesa,10 min,Sí,12102.0,111560
2025-07-23T14:48:23.465Z,active,Top Players,22.5,3P,Brand expansion,JARDIN ESPINOSA,Hamburguesa,10 min,Sí,12102.0,109629
2025-07-23T14:43:50.463Z,active,Microstores,30.0,3P,Brand expansion,PALERMO,Empanadas,10 min,No,11605.0,107637
2025-07-23T14:41:55.453Z,active,Picked Locals,31.5,3P,Brand expansion,AVELLANEDA,Saludable,20 min,Sí,14422.0,111210
2025-07-23T14:33:11.444Z,active,Picked Locals,31.5,3P,Brand expansion,SAN ISIDRO,Saludable,20 min,Sí,14422.0,110587
2025-07-23T14:28:13.454Z,active,Microstores,42.0,3P,New brand,ALMAGRO,Empanadas,20 min,No,12881.0,114657
2025-07-23T14:22:34.556Z,active,Microstores,42.0,3P,New brand,PALERMO,Bebidas,15 min,No,10638.0,110258
2025-07-23T14:18:31.467Z,active,Microstores,39.0,3P,New brand,NUEVA CÓRDOBA,Desayunos y meriendas,30 min,Sí,14723.0,106229
2025-07-23T14:15:31.461Z,active,Microstores,42.0,3P,New brand,FLORESTA,,5 min,No,10040.0,106932
2025-07-23T14:11:09.584Z,active,Microstores,42.0,3P,New brand,MORÓN,,5 min,No,10731.0,107988
2025-07-23T14:07:31.567Z,active,Microstores,42.0,3P,New brand,LA PLATA,Desayunos y meriendas,15 min,No,12599.0,112602
2025-07-23T13:58:11.460Z,active,Microstores,42.0,3P,New brand,LA PLATA,Milanesas,20 min,No,11074.0,103608
2025-07-23T13:53:36.488Z,active,Microstores,42.0,3P,New brand,VILLA BALLESTER,Venezolana,20 min,Sí,11767.0,107020
2025-07-23T13:48:46.439Z,active,Microstores,42.0,3P,New brand,VILLA BALLESTER,Panadería,15 min,No,13462.0,103161
2025-07-23T13:42:27.450Z,active,Microstores,42.0,3P,New brand,VILLA LYNCH,Desayunos y meriendas,10 min,No,10893.0,103035
2025-07-23T13:39:08.813Z,active,Microstores,42.0,3P,New brand,PARQUE CHACABUCO,Panadería,20 min,No,10772.0,101217
2025-07-23T13:35:18.490Z,active,Microstores,39.0,3P,New brand,ALMAGRO,Empanadas,15 min,No,10561.0,111067
2025-07-23T13:28:37.596Z,active,Microstores,39.0,3P,New brand,SAN FERNANDO,Hamburguesa,25 min,Sí,13445.0,104917
2025-07-23T13:22:17.469Z,active,Microstores,42.0,3P,New brand,ALBERDI,Desayunos y meriendas,10 min,Sí,10510.0,115040
2025-07-23T13:21:43.454Z,active,Microstores,42.0,3P,New brand,SAN JUSTO,Hamburguesa,15 min,Sí,11582.0,109646
2025-07-23T13:12:27.616Z,active,Microstores,42.0,3P,New brand,VILLA SAN ANDRÉS,Empanadas,25 min,Sí,10788.0,105470
2025-07-23T13:10:10.456Z,active,Microstores,42.0,3P,New brand,ALTA CÓRDOBA,Hamburguesa,30 min,Sí,11426.0,103511
2025-07-23T13:05:54.437Z,active,Microstores,42.0,3P,New brand,PALERMO,Desayunos y meriendas,20 min,Sí,12591.0,114954
2025-07-23T12:59:39.470Z,active,Microstores,42.0,3P,New brand,CENTRO,Milanesas,20 min,Sí,12606.0,111233
2025-07-23T12:52:27.491Z,active,Microstores,42.0,3P,New brand,CENTRO,Empanadas,20 min,Sí,14202.0,100538
2025-07-23T12:48:22.472Z,active,Microstores,42.0,3P,New brand,ALTA CORDOBA,Desayunos y meriendas,15 min,No,11077.0,112724
2025-07-23T12:42:25.446Z,active,Microstores,42.0,3P,New brand,CENTRO,Desayunos y meriendas,10 min,No,13993.0,105498
2025-07-23T12:41:23.454Z,active,Microstores,40.5,3P,New brand,CABALLITO,Empanadas,20 min,No,11921.0,114824
2025-07-23T12:32:15.453Z,active,Microstores,42.0,3P,New brand,MONSERRAT,Desayunos y meriendas,10 min,Sí,10408.0,108410
2025-07-23T12:28:22.450Z,active,Microstores,42.0,3P,New brand,VILLA URQUIZA,Empanadas,30 min,Sí,12255.0,107684
2025-07-23T12:24:03.425Z,active,Microstores,39.0,3P,New brand,FLORIDA,Empanadas,35 min,Sí,14179.0,100933
2025-07-23T12:18:25.435Z,active,Microstores,39.0,3P,New brand,LAS FLORES,Empanadas,20 min,Sí,12580.0,104170
2025-07-23T12:16:12.564Z,active,Microstores,42.0,3P,New brand,SAN MARTÍN CENTRO,Empanadas,25 min,Sí,10185.0,113381
2025-07-23T12:16:11.456Z,active,Microstores,42.0,3P,New brand,SAN VICENTE,Empanadas,35 min,Sí,11044.0,111567
2025-07-23T12:09:45.453Z,active,Microstores,39.0,3P,New brand,ALTO GENERAL PAZ,Pizza,20 min,Sí,12488.0,101554
2025-07-22T15:03:53.480Z,active,Microstores,42.0,3P,New brand,LA PLATA,,15 min,No,11783.0,110517
2025-07-22T15:02:55.477Z,active,Microstores,42.0,3P,New brand,ALTO ALBERDI,Carnes,30 min,Sí,12726.0,105730
2025-07-22T14:26:56.481Z,active,Microstores,42.0,3P,New brand,VILLA SARMIENTO,Desayunos y meriendas,25 min,Sí,13038.0,105896
2025-07-22T13:22:44.456Z,active,Microstores,42.0,3P,Brand expansion,,Hamburguesa,15 min,Sí,11190.0,105523
2025-07-22T13:18:29.441Z,active,Microstores,21.0,2P,Brand expansion,BELGRANO,Mexicana,,Sí,12836.0,110165
2025-07-22T13:12:49.435Z,active,Microstores,42.0,3P,Brand expansion,LA PLATA,Panadería,10 min,No,12236.0,107908
2025-07-22T13:08:41.426Z,active,Microstores,39.0,3P,New brand,SAN JUSTO,Internacional,40 min,Sí,11266.0,100725
2025-07-22T13:04:19.435Z,active,Microstores,42.0,3P,New brand,LOS NARANJOS,Hamburguesa,5 min,Sí,12032.0,108391
2025-07-22T12:58:18.437Z,active,Microstores,39.0,3P,New brand,BARRACAS,Panadería,10 min,Sí,10778.0,105025
2025-07-22T12:54:27.438Z,active,Microstores,42.0,3P,New brand,CENTRO,Bebidas,10 min,Sí,12392.0,114439
2025-07-22T12:48:24.445Z,active,Microstores,42.0,3P,New brand,VILLA CRESPO,Hamburguesa,15 min,Sí,11761.0,104179
2025-07-22T12:42:20.434Z,active,Microstores,42.0,3P,New brand,CENTRO,Pizza,15 min,Sí,12617.0,106262
2025-07-22T12:39:07.436Z,active,Microstores,42.0,3P,New brand,SAN MARTÍN CENTRO,Desayunos y meriendas,15 min,Sí,10483.0,109762
2025-07-22T12:28:15.459Z,active,Microstores,34.5,3P,New brand,JARDIN,Helado,15 min,Sí,14379.0,107583
2025-07-22T12:22:16.454Z,active,Microstores,42.0,3P,New brand,RAMOS MEJÍA,Panadería,5 min,Sí,12660.0,105726
2025-07-22T12:18:11.446Z,active,Microstores,39.0,3P,New brand,SAN MARTÍN CENTRO,Milanesas,10 min,Sí,12668.0,109874
2025-07-22T12:15:23.479Z,active,Microstores,42.0,3P,New brand,BELGRANO,Desayunos y meriendas,5 min,Sí,12382.0,114350
2025-07-22T12:09:55.523Z,active,Microstores,42.0,3P,New brand,MORÓN,Desayunos y meriendas,20 min,Sí,14278.0,108610
2025-07-22T12:05:54.678Z,active,Microstores,42.0,3P,New brand,PATERNAL,Hamburguesa,30 min,Sí,13012.0,107598
2025-07-21T16:58:16.400Z,active,Top Players,24.0,3P,Brand expansion,VICENTE LÓPEZ,Milanesas,15 min,Sí,12450.0,104874
2025-07-21T16:54:00.556Z,active,Top Players,24.0,3P,Brand expansion,JARDIN,Saludable,15 min,Sí,12795.0,102260
2025-07-21T16:48:27.380Z,active,Top Players,24.0,3P,Brand expansion,JARDIN,Sushi,15 min,Sí,11507.0,110549
2025-07-21T16:44:42.481Z,active,Top Players,24.0,3P,Brand expansion,JARDIN,Sushi,15 min,Sí,12561.0,102358
2025-07-21T16:39:07.365Z,active,Top Players,24.0,3P,Brand expansion,JARDIN,Saludable,15 min,Sí,10899.0,104383
2025-07-21T16:34:24.466Z,active,Top Players,15.0,3P,Brand expansion,,Sándwiches,20 min,No,12334.0,102653
2025-07-21T16:28:16.367Z,active,Top Players,15.0,3P,Brand expansion,,Sushi,20 min,Sí,12889.0,104308
2025-07-21T16:25:04.459Z,active,Top Players,15.0,3P,Brand expansion,JARDÍN,Sushi,20 min,Sí,12342.0,100463
2025-07-21T16:18:28.451Z,active,Microstores,39.0,3P,Brand expansion,RAMOS MEJÍA,Sushi,15 min,Sí,13241.0,100685
2025-07-21T16:12:20.467Z,active,Top Players,27.0,3P,Brand expansion,OBRERO,Helado,10 min,Sí,13326.0,112125
2025-07-21T16:10:11.471Z,active,Top Players,27.0,3P,Brand expansion,NUEVA CORDOBA ANEXA,Helado,10 min,Sí,13326.0,102406
2025-07-21T16:09:09.496Z,active,Top Players,24.0,3P,Brand expansion,VILLA LUGANO,Pollo,10 min,Sí,12979.0,113632
2025-07-21T15:58:18.367Z,active,Picked Locals,27.0,3P,Brand expansion,LOS OLMOS,Hamburguesa,10 min,Sí,13327.0,115179
2025-07-21T15:52:25.616Z,active,Picked Locals,27.0,3P,Brand expansion,LOS OLMOS,Sándwiches,10 min,No,10436.0,111703
2025-07-21T15:49:11.451Z,active,Picked Locals,34.5,3P,Brand expansion,SAN FERNANDO,Empanadas,5 min,Sí,11626.0,105867
2025-07-21T15:43:42.480Z,active,Microstores,34.5,3P,Brand expansion,NUEVA CORDOBA,Helado,10 min,Sí,11432.0,111848
2025-07-21T15:40:27.473Z,active,Microstores,42.0,3P,Brand expansion,NUEVA CORDOBA,Empanadas,15 min,Sí,10045.0,104988
2025-07-21T15:37:38.444Z,active,Picked Locals,15.0,3P,Brand expansion,MORÓN,Empanadas,15 min,No,10807.0,101400
2025-07-21T15:28:12.395Z,active,Picked Locals,37.5,3P,Brand expansion,FLORES,Pizza,30 min,No,13754.0,105656
2025-07-21T15:22:35.449Z,active,Picked Locals,37.5,3P,Brand expansion,PARQUE AVELLANEDA,Pizza,30 min,No,13754.0,112719
2025-07-21T15:18:26.357Z,active,Microstores,42.0,3P,Brand expansion,VICENTE LÓPEZ,Empanadas,20 min,Sí,13260.0,109212
2025-07-21T15:12:56.380Z,active,Picked Locals,27.0,3P,Brand expansion,MUNRO,Helado,15 min,Sí,13209.0,100207
2025-07-21T15:10:55.581Z,active,Microstores,42.0,3P,Brand expansion,VICENTE LÓPEZ,,15 min,Sí,10414.0,106732
2025-07-21T15:06:39.503Z,active,Microstores,42.0,3P,Brand expansion,LA PLATA,,5 min,No,13829.0,102827
2025-07-21T14:58:46.571Z,active,Microstores,42.0,3P,New brand,CABALLITO,Empanadas,20 min,No,11326.0,101453
2025-07-21T14:53:04.623Z,active,Microstores,42.0,3P,New brand,VILLA BALLESTER,,15 min,No,14705.0,104504
2025-07-21T14:43:31.378Z,active,Microstores,42.0,3P,New brand,PATERNAL,Desayunos y meriendas,15 min,No,10900.0,101240
2025-07-21T14:39:22.493Z,active,Microstores,42.0,3P,New brand,PATERNAL,Pizza,15 min,No,12982.0,113554
2025-07-21T14:38:25.519Z,active,Microstores,42.0,3P,New brand,GERLI,Desayunos y meriendas,10 min,Sí,13566.0,100146
2025-07-21T14:28:19.480Z,active,Top Players,15.0,3P,New brand,NUEVA CÓRDOBA,Pizza,20 min,No,13680.0,110818
2025-07-21T14:23:17.484Z,active,Microstores,42.0,3P,New brand,LA PLATA,Pizza,25 min,Sí,10569.0,111374
2025-07-21T14:18:55.503Z,active,Microstores,42.0,3P,New brand,,,15 min,Sí,12873.0,105834
2025-07-21T14:13:52.475Z,active,Top Players,15.0,3P,New brand,,Sándwiches,10 min,No,12334.0,107094
2025-07-21T14:09:04.558Z,active,Microstores,42.0,3P,New brand,SAN JUSTO,Pizza,10 min,Sí,12882.0,101703
2025-07-21T14:09:00.473Z,active,Microstores,42.0,3P,New brand,CENTRO,Empanadas,25 min,Sí,10828.0,105858
2025-07-21T13:58:16.454Z,active,Microstores,42.0,3P,New brand,CENTRO,Pollo,10 min,Sí,14525.0,108639
2025-07-21T13:54:25.490Z,active,Microstores,42.0,3P,New brand,,,20 min,No,14080.0,109146
2025-07-21T13:48:24.456Z,active,Microstores,42.0,3P,New brand,OÑA,Hamburguesa,15 min,Sí,12756.0,104015
2025-07-21T13:45:40.499Z,active,Microstores,42.0,3P,New brand,SANTA RITA,Pizza,20 min,Sí,10000.0,113562
2025-07-21T13:39:38.451Z,active,Microstores,42.0,3P,New brand,NUEVA CÓRDOBA,Hamburguesa,20 min,Sí,12271.0,102087
2025-07-21T13:39:17.462Z,active,Microstores,42.0,3P,New brand,BOEDO,,5 min,No,13877.0,107726
2025-07-21T13:36:55.447Z,active,Microstores,24.0,3P,New brand,VILLA REVOL,Empanadas,15 min,Sí,10513.0,105452
2025-07-21T13:34:32.486Z,active,Microstores,39.0,3P,New brand,GUEMES,Sándwiches,20 min,Sí,11127.0,113340
2025-07-21T13:28:14.465Z,active,Microstores,30.0,3P,New brand,NUEVA CORDOBA,Bebidas,10 min,Sí,11595.0,115071
2025-07-21T13:28:11.452Z,active,Microstores,42.0,3P,New brand,RESIDENCIAL SAN CARLOS,Empanadas,30 min,Sí,12564.0,113827
2025-07-21T13:22:20.484Z,active,Microstores,39.0,3P,New brand,NUEVA CORDOBA,Sándwiches,20 min,Sí,13178.0,111854
2025-07-21T13:08:08.442Z,active,Microstores,42.0,3P,New brand,GENERAL PAZ,Ensaladas,30 min,Sí,11089.0,113706
2025-07-21T12:59:28.450Z,active,Microstores,39.0,3P,New brand,MARTÍNEZ,Bebidas,10 min,No,13457.0,107358
2025-07-21T12:54:22.447Z,active,Microstores,42.0,3P,New brand,VILLA LUZURIAGA,Desayunos y meriendas,30 min,Sí,11671.0,102946
2025-07-21T12:48:23.498Z,active,Microstores,42.0,3P,New brand,OLIVOS,Empanadas,5 min,No,12701.0,103581
2025-07-21T12:42:10.587Z,active,Microstores,42.0,3P,New brand,MORÓN,Panadería,5 min,No,10151.0,105348
2025-07-21T12:41:34.435Z,active,Microstores,39.0,3P,New brand,ALMAGRO,China,25 min,No,14214.0,100398
2025-07-21T12:39:31.461Z,active,Microstores,39.0,3P,New brand,,Hamburguesa,15 min,Sí,13160.0,105674
2025-07-21T12:35:57.451Z,active,Microstores,42.0,3P,New brand,LA PLATA,Empanadas,10 min,No,13517.0,108130
2025-07-21T12:28:21.437Z,active,Microstores,42.0,3P,New brand,VILLA BALLESTER,Empanadas,20 min,Sí,11594.0,102354
2025-07-21T12:18:21.472Z,active,Microstores,39.0,3P,New brand,ALMAGRO,Internacional,25 min,Sí,14211.0,106997
2025-07-21T12:12:14.569Z,active,Picked Locals,37.5,3P,New brand,ALMAGRO,Pizza,30 min,Sí,13754.0,114077
2025-07-21T12:11:06.446Z,active,Microstores,42.0,3P,New brand,PALERMO,Desayunos y meriendas,15 min,Sí,14429.0,109012
2025-07-21T12:04:41.523Z,active,Microstores,42.0,3P,New brand,LA PLATA,,15 min,No,14107.0,100492
2025-07-18T20:40:35.469Z,active,Top Players,27.0,3P,Brand expansion,VILLA BALLESTER,Helado,10 min,Sí,13108.0,110788
2025-07-18T20:33:43.466Z,active,Microstores,42.0,3P,Brand expansion,,,10 min,No,14504.0,102968
2025-07-18T20:28:19.472Z,active,Picked Locals,15.0,3P,Brand expansion,PARQUE CHACABUCO,Empanadas,15 min,No,10807.0,100567
2025-07-18T20:22:25.447Z,active,Microstores,42.0,3P,Brand expansion,,Venezolana,20 min,Sí,13410.0,107749
2025-07-18T20:18:42.458Z,active,Microstores,39.0,3P,Brand expansion,PALERMO,Hamburguesa,20 min,No,11568.0,100020
2025-07-18T20:12:31.725Z,active,Microstores,36.0,3P,Brand expansion,RAMOS MEJÍA,Helado,5 min,Sí,12117.0,103362
2025-07-18T20:09:06.447Z,active,Picked Locals,27.0,3P,Brand expansion,ALTA CORDOBA,Empanadas,20 min,Sí,11350.0,109278
2025-07-18T20:09:03.476Z,active,Picked Locals,27.0,3P,Brand expansion,ALTO GENERAL PAZ,Empanadas,20 min,Sí,11350.0,106541
2025-07-18T20:05:10.487Z,active,Microstores,42.0,3P,Brand expansion,GERLI,Bebidas,30 min,Sí,12468.0,113082
2025-07-18T19:52:22.484Z,active,Top Players,24.0,3P,Brand expansion,PARQUE CAPITAL,Empanadas,20 min,Sí,10513.0,102074
2025-07-18T19:48:28.492Z,active,Top Players,24.0,3P,Brand expansion,SAN DANIEL,Empanadas,20 min,Sí,10513.0,105233
2025-07-18T19:42:54.441Z,active,Top Players,31.5,3P,Brand expansion,PALERMO,Desayunos y meriendas,10 min,Sí,11677.0,109494
2025-07-18T19:41:13.493Z,active,Top Players,24.0,3P,Brand expansion,,Pizza,10 min,Sí,14601.0,101486
2025-07-18T19:35:58.559Z,active,Microstores,42.0,3P,New brand,PARQUE PATRICIOS,Desayunos y meriendas,10 min,Sí,13478.0,111559
2025-07-18T19:28:22.467Z,active,Microstores,42.0,3P,New brand,LAS FLORES,Empanadas,15 min,Sí,10491.0,107202
2025-07-18T19:07:34.435Z,active,Microstores,42.0,3P,New brand,,Hamburguesa,30 min,Sí,12762.0,107524
2025-07-18T18:57:14.432Z,active,Microstores,42.0,3P,New brand,ALTO ALBERDI,Empanadas,30 min,Sí,13075.0,107062
2025-07-18T18:43:49.465Z,active,Microstores,42.0,3P,New brand,VILLA BALLESTER,Sándwiches,25 min,No,11208.0,111518
2025-07-18T16:51:00.488Z,active,Microstores,42.0,3P,New brand,ALTO ALBERDI,Empanadas,30 min,Sí,11735.0,111783
2025-07-18T14:49:02.591Z,active,Microstores,42.0,3P,New brand,PASO DE LOS ANDES,Hamburguesa,25 min,Sí,13105.0,100008
2025-07-18T14:46:07.518Z,active,Microstores,42.0,3P,New brand,MARTÍNEZ,Hamburguesa,5 min,Sí,10805.0,101251
2025-07-18T14:39:14.499Z,active,Picked Locals,33.0,3P,New brand,,Pizza,20 min,Sí,14374.0,109283
2025-07-18T14:35:26.499Z,active,Microstores,42.0,3P,New brand,VILLA LURO,Bebidas,15 min,Sí,11414.0,114723
2025-07-18T14:28:14.463Z,active,Microstores,42.0,3P,New brand,LOS NARANJOS,,10 min,No,14504.0,112465
2025-07-18T14:24:05.540Z,active,Microstores,39.0,3P,New brand,PARQUE CHACABUCO,Pizza,20 min,No,10379.0,103533
2025-07-18T14:22:27.552Z,active,Microstores,42.0,3P,New brand,LA PLATA,Panadería,25 min,No,11228.0,114050
2025-07-18T14:18:26.496Z,active,Microstores,42.0,3P,New brand,ALTO ALBERDI,Desayunos y meriendas,10 min,Sí,11583.0,113907
2025-07-18T14:12:26.483Z,active,Microstores,42.0,3P,New brand,SAN TELMO,Empanadas,25 min,Sí,14005.0,101710
2025-07-18T14:10:30.549Z,active,Microstores,39.0,3P,New brand,RECOLETA,Hamburguesa,15 min,No,11568.0,110228
2025-07-18T14:04:51.482Z,active,Microstores,42.0,3P,New brand,RAMOS MEJÍA,Internacional,25 min,Sí,14085.0,100592
2025-07-18T13:59:17.576Z,active,Microstores,42.0,3P,New brand,NUEVA CORDOBA,Sushi,10 min,No,12202.0,100718
2025-07-18T13:52:20.640Z,active,Microstores,42.0,3P,New brand,NUEVA CORDOBA,Empanadas,10 min,Sí,12900.0,101042
2025-07-18T13:48:45.694Z,active,Microstores,42.0,3P,New brand,RAMOS MEJÍA,Empanadas,10 min,No,10240.0,112542
2025-07-18T13:42:30.469Z,active,Microstores,42.0,3P,New brand,LA PLATA,,15 min,No,11348.0,113893
2025-07-18T13:39:04.496Z,active,Microstores,42.0,3P,New brand,BALVANERA,Empanadas,30 min,Sí,13617.0,103038
2025-07-18T13:33:36.489Z,active,Microstores,39.0,3P,New brand,SAN JUSTO,Desayunos y meriendas,10 min,Sí,14450.0,109332
2025-07-18T13:28:47.442Z,active,Microstores,42.0,3P,New brand,ALMAGRO,Bebidas,5 min,No,12827.0,109509
2025-07-18T13:22:28.537Z,active,Microstores,34.5,3P,New brand,AMPLIACIÓN KENNEDY,Helado,15 min,Sí,11768.0,102061
2025-07-18T13:19:51.496Z,active,Microstores,42.0,3P,New brand,,Hamburguesa,30 min,Sí,14245.0,106199
2025-07-18T13:13:26.518Z,active,Microstores,42.0,3P,New brand,LA PLATA,Hamburguesa,15 min,No,14102.0,104468
2025-07-18T13:12:13.555Z,active,Microstores,42.0,3P,New brand,PARQUE AVELLANEDA,Hamburguesa,20 min,Sí,12317.0,114536
2025-07-18T13:06:23.493Z,active,Microstores,43.5,3P,New brand,RAMOS MEJÍA,Empanadas,15 min,No,14507.0,106032
2025-07-18T13:01:21.473Z,active,Microstores,42.0,3P,New brand,RAMOS MEJÍA,Internacional,30 min,Sí,10335.0,101105
2025-07-18T12:58:21.462Z,active,Microstores,42.0,3P,New brand,LOS OLMOS,Hamburguesa,30 min,Sí,14735.0,106695
2025-07-18T12:52:21.471Z,active,Microstores,42.0,3P,New brand,PARQUE PATRICIOS,,15 min,No,13760.0,115187
2025-07-18T12:48:11.452Z,active,Microstores,42.0,3P,New brand,GENERAL PAZ,Hamburguesa,25 min,Sí,10339.0,100742
2025-07-18T12:42:22.522Z,active,Microstores,42.0,3P,New brand,LA PLATA,,10 min,No,13238.0,105407
2025-07-18T12:38:20.462Z,active,Microstores,42.0,3P,New brand,COLÓN,Sándwiches,20 min,Sí,12213.0,100472
2025-07-18T12:32:20.469Z,active,Microstores,39.0,3P,New brand,NUEVA CORDOBA,Desayunos y meriendas,25 min,Sí,11178.0,104483
2025-07-18T12:28:26.585Z,active,Microstores,42.0,3P,New brand,LA PLATA,Bebidas,5 min,No,11553.0,109474
2025-07-17T16:06:47.448Z,active,Microstores,42.0,3P,Brand expansion,PALERMO,Milanesas,30 min,No,10821.0,104955
2025-07-17T16:00:35.462Z,active,Picked Locals,15.0,3P,Brand expansion,ALTA CORDOBA,Milanesas,10 min,Sí,12952.0,106410
2025-07-17T15:56:01.459Z,active,Microstores,42.0,3P,Brand expansion,,Empanadas,25 min,No,13678.0,103636
2025-07-17T15:49:49.518Z,active,Picked Locals,15.0,3P,Brand expansion,NUEVA CORDOBA,Milanesas,10 min,Sí,12952.0,111236
2025-07-17T15:42:53.374Z,active,Top Players,24.0,3P,Brand expansion,,Argentina,15 min,Sí,13883.0,114434
2025-07-17T15:38:19.363Z,active,Top Players,24.0,3P,Brand expansion,,Milanesas,20 min,Sí,12241.0,112728
2025-07-17T15:34:37.502Z,active,Top Players,24.0,3P,Brand expansion,,Milanesas,15 min,Sí,14385.0,103005
2025-07-17T15:28:16.534Z,active,Microstores,42.0,3P,Brand expansion,SAN VICENTE,Pizza,15 min,Sí,11009.0,113100
2025-07-17T15:22:57.529Z,active,Picked Locals,33.0,3P,Brand expansion,NUEVA CORDOBA,Panadería,10 min,Sí,13157.0,107166
2025-07-17T15:18:27.458Z,active,Picked Locals,33.0,3P,Brand expansion,ALBERDI,Panadería,10 min,Sí,13157.0,107452
2025-07-17T15:14:21.455Z,active,Picked Locals,33.0,3P,Brand expansion,ALTO ALBERDI,Panadería,10 min,Sí,13157.0,110385
2025-07-17T15:09:52.469Z,active,Microstores,42.0,3P,Brand expansion,PALERMO,Empanadas,35 min,Sí,13880.0,102619
2025-07-17T15:07:43.469Z,active,Microstores,42.0,3P,Brand expansion,JARDIN HIPODROMO,Desayunos y meriendas,10 min,Sí,10856.0,110369
2025-07-17T14:58:15.659Z,active,Microstores,42.0,3P,Brand expansion,LA PLATA,Empanadas,10 min,Sí,11829.0,109831
2025-07-17T14:54:44.480Z,active,Microstores,42.0,3P,New brand,BOEDO,Empanadas,10 min,No,12807.0,112777
2025-07-17T14:50:32.483Z,active,Microstores,42.0,3P,New brand,MUNRO,,20 min,No,11196.0,106548
2025-07-17T14:42:29.513Z,active,Microstores,42.0,3P,New brand,CENTRO,Hamburguesa,15 min,Sí,11351.0,109312
2025-07-17T14:38:24.503Z,active,Microstores,42.0,3P,New brand,GENERAL PAZ,Sándwiches,10 min,Sí,14769.0,108747
2025-07-17T14:37:03.499Z,active,Microstores,42.0,3P,New brand,ALTO ALBERDI,Hamburguesa,15 min,Sí,11236.0,113569
2025-07-17T14:30:01.629Z,active,Microstores,42.0,3P,New brand,NUEVA CORDOBA,,10 min,Sí,10244.0,115234
2025-07-17T14:22:28.473Z,active,Microstores,39.0,3P,New brand,LA BOCA,Empanadas,25 min,No,11886.0,111689
2025-07-17T14:19:16.470Z,active,Picked Locals,39.0,3P,New brand,NUEVA CORDOBA,Pizza,10 min,Sí,10909.0,115305
2025-07-17T14:14:30.481Z,active,Microstores,42.0,3P,New brand,FLORES,Helado,20 min,Sí,14736.0,108632
2025-07-17T14:09:44.546Z,active,Microstores,42.0,3P,New brand,VILLA LURO,Desayunos y meriendas,10 min,No,11125.0,109071
2025-07-17T14:04:51.481Z,active,Microstores,30.0,3P,New brand,LOS NARANJOS,Milanesas,25 min,Sí,11381.0,100314
2025-07-17T13:58:24.493Z,active,Microstores,39.0,3P,New brand,INDEPENDENCIA,Sándwiches,30 min,Sí,10069.0,107482
2025-07-17T13:56:17.450Z,active,Microstores,42.0,3P,New brand,CONSTITUCIÓN,Pastas,5 min,Sí,14478.0,107928
2025-07-17T13:48:28.477Z,active,Microstores,42.0,3P,New brand,LA LUCILA,Desayunos y meriendas,15 min,Sí,12667.0,105983
2025-07-17T12:58:48.440Z,active,Microstores,42.0,3P,New brand,SAN VICENTE,Hamburguesa,35 min,Sí,13450.0,104925
2025-07-17T12:52:21.431Z,active,Microstores,42.0,3P,New brand,SAN JUSTO,,5 min,No,12261.0,108576
2025-07-17T12:48:56.435Z,active,Microstores,42.0,3P,New brand,,Milanesas,15 min,No,14194.0,102030
2025-07-17T12:42:22.445Z,active,Microstores,42.0,3P,New brand,COLEGIALES,Bebidas,20 min,No,12834.0,111705
2025-07-17T12:38:12.447Z,active,Microstores,42.0,3P,New brand,VILLA LURO,Ensaladas,10 min,No,13248.0,112207
2025-07-17T12:32:47.447Z,active,Microstores,42.0,3P,New brand,SAN MARTÍN CENTRO,,5 min,No,12103.0,114265
2025-07-17T12:28:10.441Z,active,Microstores,42.0,3P,New brand,JARDÍN ESPINOSA,Empanadas,15 min,Sí,12218.0,102709
2025-07-17T12:22:43.421Z,active,Microstores,42.0,3P,New brand,JARDINES DEL JOCKEY,Desayunos y meriendas,15 min,Sí,14751.0,102564
2025-07-17T12:18:19.805Z,active,Picked Locals,36.0,3P,New brand,PUERTO MADERO,Milanesas,10 min,Sí,10809.0,109370
2025-07-17T12:12:17.449Z,active,Microstores,39.0,3P,New brand,ALTO ALBERDI,,20 min,Sí,10918.0,100736
2025-07-17T12:09:15.525Z,active,Microstores,42.0,3P,New brand,VILLA CRESPO,,5 min,No,13466.0,101916
2025-07-17T12:04:59.632Z,active,Microstores,42.0,3P,New brand,BALVANERA,Desayunos y meriendas,20 min,No,13589.0,114629
2025-07-16T15:08:00.708Z,active,Microstores,42.0,3P,Brand expansion,CENTRO,Hamburguesa,10 min,Sí,10743.0,115047
2025-07-16T14:58:15.710Z,active,Picked Locals,28.5,3P,Brand expansion,SAN NICOLÁS,Milanesas,20 min,Sí,11387.0,101288
2025-07-16T14:52:19.704Z,active,Picked Locals,28.5,3P,Brand expansion,PALERMO,Desayunos y meriendas,20 min,Sí,12562.0,107818
2025-07-16T14:48:19.744Z,active,Picked Locals,28.5,3P,Brand expansion,CHACARITA,Desayunos y meriendas,20 min,Sí,12562.0,102097
