YEAR,MONTH,STORE_ID,CUS_CUST_ID,STORE_STAGE_LIFECYCLE,STORE_STAGE_LIFECYCLE_PREV_MONTH,SEGMENTO,STATUS,NEIGHBOURHOOD,LONGITUDE,LATITUDE,LOCATION,CITY,AUD_INS_DTTM,AUD_UPD_DTTM
2023,6,12932092,314941456,Retained,Retained,CA,active,BALVANERA,-58.4004394,-34.5998136,"-34.5998136, -58.4004394",CABA,2025-09-23,2025-09-23
2023,6,12932093,314941456,Retained,Retained,CA,active,SAAVEDRA,-58.488253953206694,-34.545998766157936,"-34.545998766157936, -58.488253953206694",CABA,2025-09-23,2025-09-23
2023,6,12932110,314941456,Retained,Retained,CA,active,SAN NICOLAS,-58.38397430000001,-34.6037073,"-34.6037073, -58.38397430000001",CABA,2025-09-23,2025-09-23
2023,6,12932224,230458913,Retained,Retained,LH,active,RECOLETA,-58.394513,-34.5885169,"-34.5885169, -58.394513",CABA,2025-09-23,2025-09-23
2023,6,12932241,356400140,Retained,Retained,LH,active,SAN TELMO,-58.37275400000001,-34.6194952,"-34.6194952, -58.37275400000001",CABA,2025-09-23,2025-09-23
2023,6,12932265,314941456,Retained,Retained,CA,active,VILLA CRESPO,-58.4388765,-34.5996161,"-34.5996161, -58.4388765",CABA,2025-09-23,2025-09-23
2023,6,12933071,281431983,Retained,New,CA,active,PALERMO,-58.42319069999999,-34.5748208,"-34.5748208, -58.42319069999999",CABA,2025-09-23,2025-09-23
2023,6,12933073,281431983,Retained,New,CA,active,PALERMO,-58.42319069999999,-34.5748208,"-34.5748208, -58.42319069999999",CABA,2025-09-23,2025-09-23
2023,6,12933080,314941456,Retained,Retained,CA,active,BALVANERA,-58.4100947905346,-34.6028939495064,"-34.6028939495064, -58.4100947905346",CABA,2025-09-23,2025-09-23
2023,6,12933081,314941456,Retained,Retained,CA,active,CABALLITO,-58.4305428,-34.6156059,"-34.6156059, -58.4305428",CABA,2025-09-23,2025-09-23
2023,6,12933083,314941456,Retained,Retained,CA,active,VILLA URQUIZA,-58.48585940185243,-34.5745296528271,"-34.5745296528271, -58.48585940185243",CABA,2025-09-23,2025-09-23
2023,6,12933222,325218401,Retained,Retained,LH,active,CABALLITO,-58.44169109999999,-34.6211139,"-34.6211139, -58.44169109999999",CABA,2025-09-23,2025-09-23
2023,6,12933235,204609486,Retained,Retained,LH,active,RECOLETA,-58.4007101,-34.5904401,"-34.5904401, -58.4007101",CABA,2025-09-23,2025-09-23
2023,6,12934043,263837620,Retained,Retained,LH,active,BELGRANO,-58.45617,-34.5558939,"-34.5558939, -58.45617",CABA,2025-09-23,2025-09-23
2023,6,12934212,325235348,Retained,Retained,LH,active,SAAVEDRA,-58.4698487,-34.5467674,"-34.5467674, -58.4698487",CABA,2025-09-23,2025-09-23
2023,6,12934213,325243528,Retained,New,LH,active,VILLA CRESPO,-58.442685,-34.5965895,"-34.5965895, -58.442685",CABA,2025-09-23,2025-09-23
2023,6,12934225,343935357,Churn < 3M,Churn < 3M,LH,active,SAAVEDRA,-58.4739321021998,-34.54276518353365,"-34.54276518353365, -58.4739321021998",CABA,2025-09-23,2025-09-23
2023,6,12934233,289178550,Retained,Retained,LH,active,PALERMO,-58.4319828,-34.589116,"-34.589116, -58.4319828",CABA,2025-09-23,2025-09-23
2023,6,13028031,71873698,Retained,Retained,CA,active,PALERMO,-58.41308166994057,-34.583390266939574,"-34.583390266939574, -58.41308166994057",CABA,2025-09-23,2025-09-23
2023,6,13043038,396007970,Retained,Retained,LH,active,PALERMO,-58.43545940000001,-34.5846693,"-34.5846693, -58.43545940000001",CABA,2025-09-23,2025-09-23
2023,6,30008047,280843286,Churn > 3M,Churn < 3M,CA,active,VILLA CRESPO,-58.4442667,-34.594815,"-34.594815, -58.4442667",CABA,2025-09-23,2025-09-23
2023,6,30011566,166524936,Retained,Retained,LH,active,VILLA URQUIZA,-58.4770215,-34.5693248,"-34.5693248, -58.4770215",CABA,2025-09-23,2025-09-23
2023,6,30031928,379998872,Retained,Retained,CA,active,PALERMO,-58.4103784,-34.5882118,"-34.5882118, -58.4103784",CABA,2025-09-23,2025-09-23
2023,6,30034143,373736522,Retained,Retained,CA,active,SAAVEDRA,-58.4873339,-34.5469088,"-34.5469088, -58.4873339",CABA,2025-09-23,2025-09-23
2023,6,30035116,324204143,Retained,New,LH,active,VILLA CRESPO,-58.41207490000001,-34.6147215,"-34.6147215, -58.41207490000001",CABA,2025-09-23,2025-09-23
2023,6,30035864,435508378,Churn,Retained,LH,active,CABALLITO,-58.4362078,-34.6183759,"-34.6183759, -58.4362078",CABA,2025-09-23,2025-09-23
2023,6,30036046,167716557,Retained,Retained,LT,active,VILLA CRESPO,-58.4343965,-34.59689669999999,"-34.59689669999999, -58.4343965",CABA,2025-09-23,2025-09-23
2023,6,30036810,435510591,Retained,Retained,LH,active,VILLA CRESPO,-58.4420563,-34.5923861,"-34.5923861, -58.4420563",CABA,2025-09-23,2025-09-23
2023,6,30040091,407007981,New,,LH,active,CABALLITO,-58.4340376,-34.6263955,"-34.6263955, -58.4340376",CABA,2025-09-23,2025-09-23
2023,6,30040268,42068504,Retained,Retained,LT,active,VILLA CRESPO,-58.4425485,-34.5981167,"-34.5981167, -58.4425485",CABA,2025-09-23,2025-09-23
2023,6,30046471,437547701,Retained,Retained,CA,active,BELGRANO,-58.4542411,-34.5552099,"-34.5552099, -58.4542411",CABA,2025-09-23,2025-09-23
2023,6,30055506,295923264,Retained,Retained,LT,active,BELGRANO,-58.4585378,-34.5629126,"-34.5629126, -58.4585378",CABA,2025-09-23,2025-09-23
2023,6,30062388,22980868,Retained,Retained,LT,active,RECOLETA,-58.4054851,-34.588567,"-34.588567, -58.4054851",CABA,2025-09-23,2025-09-23
2023,6,30062569,24167688,Retained,Retained,LT,active,RECOLETA,-58.39436310000001,-34.5994033,"-34.5994033, -58.39436310000001",CABA,2025-09-23,2025-09-23
2023,6,30062626,405974860,Retained,Retained,LT,active,BELGRANO,-58.4586754,-34.5578317,"-34.5578317, -58.4586754",CABA,2025-09-23,2025-09-23
2023,6,30062796,420663278,Retained,Retained,LT,active,COLEGIALES,-58.45611989999999,-34.5686684,"-34.5686684, -58.45611989999999",CABA,2025-09-23,2025-09-23
2023,6,30063628,130599843,New,,LT,active,RECOLETA,-58.4860182,-34.5718446,"-34.5718446, -58.4860182",CABA,2025-09-23,2025-09-23
2023,6,30065709,374036378,Retained,New,LT,active,PALERMO,-58.42917360000001,-34.5865567,"-34.5865567, -58.42917360000001",CABA,2025-09-23,2025-09-23
2023,6,30065803,156959913,Retained,Retained,LT,active,VILLA URQUIZA,-58.48912889999999,-34.5744259,"-34.5744259, -58.48912889999999",CABA,2025-09-23,2025-09-23
2023,6,30067035,96471791,Retained,Retained,LT,active,PALERMO,-58.42841559999999,-34.593388,"-34.593388, -58.42841559999999",CABA,2025-09-23,2025-09-23
2023,6,30067659,267771495,Retained,Retained,LT,active,RECOLETA,-58.38854,-34.593858,"-34.593858, -58.38854",CABA,2025-09-23,2025-09-23
2023,6,30067904,21879778,Retained,Retained,LT,active,PALERMO,-58.4434965,-34.5687783,"-34.5687783, -58.4434965",CABA,2025-09-23,2025-09-23
2023,6,30068798,215052132,Retained,Retained,LT,active,ALMAGRO,-58.4131149,-34.6153293,"-34.6153293, -58.4131149",CABA,2025-09-23,2025-09-23
2023,6,30069797,429874932,Retained,New,LH,active,RECOLETA,-58.4045093,-34.5865083,"-34.5865083, -58.4045093",CABA,2025-09-23,2025-09-23
2023,6,30070848,434441981,Retained,Retained,LH,active,RETIRO,-58.3853401,-34.5970128,"-34.5970128, -58.3853401",CABA,2025-09-23,2025-09-23
2023,6,30071987,62529450,Retained,Retained,LH,active,PALERMO,-58.4246837,-34.5908795,"-34.5908795, -58.4246837",CABA,2025-09-23,2025-09-23
2023,6,30073251,233532390,New,,LT,active,SAN NICOLAS,-58.37734380000001,-34.6024845,"-34.6024845, -58.37734380000001",CABA,2025-09-23,2025-09-23
2023,6,30077523,281484952,Retained,Retained,LH,active,PALERMO,-58.4245456,-34.5943562,"-34.5943562, -58.4245456",CABA,2025-09-23,2025-09-23
2023,6,30088903,427501780,New,,LH,active,PALERMO,-58.4279263,-34.5903177,"-34.5903177, -58.4279263",CABA,2025-09-23,2025-09-23
2023,6,30089951,452928066,Retained,Retained,LH,active,VILLA URQUIZA,-58.47751640000001,-34.5730917,"-34.5730917, -58.47751640000001",CABA,2025-09-23,2025-09-23
2023,6,30108891,373139761,New,,LT,active,COGHLAN,-58.4811408,-34.5595024,"-34.5595024, -58.4811408",CABA,2025-09-23,2025-09-23
2023,6,30112913,334555506,Retained,Retained,LH,active,RECOLETA,-58.3718126,-34.5978727,"-34.5978727, -58.3718126",CABA,2025-09-23,2025-09-23
2023,6,30134877,322210825,New,,CA,active,ALMAGRO,-58.418983,-34.610794,"-34.610794, -58.418983",CABA,2025-09-23,2025-09-23
2023,6,30151387,468461926,Retained,Retained,LH,active,COLEGIALES,-58.4447029,-34.570302,"-34.570302, -58.4447029",CABA,2025-09-23,2025-09-23
2023,6,30170603,388786273,Retained,Retained,CA,active,BALVANERA,-58.3994587,-34.5999988,"-34.5999988, -58.3994587",CABA,2025-09-23,2025-09-23
2023,6,30271272,130552588,New,,LH,active,VILLA CRESPO,-58.4416149,-34.5926025,"-34.5926025, -58.4416149",CABA,2025-09-23,2025-09-23
2023,6,30271531,420340998,Retained,Retained,LH,active,BELGRANO,-58.4575664,-34.5624327,"-34.5624327, -58.4575664",CABA,2025-09-23,2025-09-23
2023,6,30272574,381306802,New,,LT,active,VILLA DEVOTO,-58.51970359999999,-34.6108963,"-34.6108963, -58.51970359999999",CABA,2025-09-23,2025-09-23
2023,6,30291360,196186798,Retained,Retained,CA,active,VILLA URQUIZA,-58.4837916,-34.5774248,"-34.5774248, -58.4837916",CABA,2025-09-23,2025-09-23
2023,6,30309130,304759637,Retained,Retained,LH,active,BELGRANO,-58.4542777,-34.5550574,"-34.5550574, -58.4542777",CABA,2025-09-23,2025-09-23
2023,6,30316084,211321588,Retained,Retained,LT,active,PALERMO,-58.41685400000001,-34.5966,"-34.5966, -58.41685400000001",CABA,2025-09-23,2025-09-23
2023,6,30334204,394528946,Retained,Retained,LT,active,BALVANERA,-58.395462,-34.604642,"-34.604642, -58.395462",CABA,2025-09-23,2025-09-23
2023,6,30345637,325337729,New,,LT,active,ALMAGRO,-58.4242474,-34.60874740000001,"-34.60874740000001, -58.4242474",CABA,2025-09-23,2025-09-23
2023,6,30346568,170621155,Churn,Retained,LH,active,PALERMO,-58.4232768,-34.5919606,"-34.5919606, -58.4232768",CABA,2025-09-23,2025-09-23
2023,6,30354680,486374337,Retained,New,CA,active,CABALLITO,-58.42945229999999,-34.6250004,"-34.6250004, -58.42945229999999",CABA,2025-09-23,2025-09-23
2023,6,30367127,123550343,Churn < 3M,Churn,CA,active,BELGRANO,-58.46132710000001,-34.5613072,"-34.5613072, -58.46132710000001",CABA,2025-09-23,2025-09-23
2023,6,30368505,388856680,Retained,Retained,LT,active,BELGRANO,-58.4573091,-34.5530148,"-34.5530148, -58.4573091",CABA,2025-09-23,2025-09-23
2023,6,30386879,491462419,Churn < 3M,Churn,CA,active,NUÑEZ,-58.46172079999999,-34.5449216,"-34.5449216, -58.46172079999999",CABA,2025-09-23,2025-09-23
2023,6,30401832,445205652,Retained,Retained,LT,active,PALERMO,-58.43752019999999,-34.5830941,"-34.5830941, -58.43752019999999",CABA,2025-09-23,2025-09-23
2023,6,30409614,493013822,Retained,Retained,LT,active,RECOLETA,-58.39728789999999,-34.5928142,"-34.5928142, -58.39728789999999",CABA,2025-09-23,2025-09-23
2023,6,30440164,397745949,Retained,Retained,LT,active,VILLA CRESPO,-58.44942979999999,-34.6066856,"-34.6066856, -58.44942979999999",CABA,2025-09-23,2025-09-23
2023,6,30447812,479863535,Retained,Retained,LH,active,SAAVEDRA,-58.4774184,-34.5510229,"-34.5510229, -58.4774184",CABA,2025-09-23,2025-09-23
2023,6,30447844,326918549,Retained,Retained,LH,active,PALERMO,-58.4442377,-34.5829404,"-34.5829404, -58.4442377",CABA,2025-09-23,2025-09-23
2023,6,30462777,327214607,New,,LH,active,PALERMO,-58.43318679999999,-34.6260246,"-34.6260246, -58.43318679999999",CABA,2025-09-23,2025-09-23
2023,6,30480869,325235348,Churn,Retained,LH,active,SAAVEDRA,-58.4700248,-34.5471214,"-34.5471214, -58.4700248",CABA,2025-09-23,2025-09-23
2023,6,30492762,499452466,New,,LT,active,MONSERRAT,-58.3906027,-34.6149829,"-34.6149829, -58.3906027",CABA,2025-09-23,2025-09-23
2023,6,30514123,119339411,Retained,Retained,LT,active,VILLA URQUIZA,-58.4802418,-34.564529,"-34.564529, -58.4802418",CABA,2025-09-23,2025-09-23
2023,6,30521117,3858939,Retained,Retained,LT,active,PALERMO,-58.43415100000001,-34.5770439,"-34.5770439, -58.43415100000001",CABA,2025-09-23,2025-09-23
2023,6,30522069,68178721,Retained,Retained,LT,active,VILLA URQUIZA,-58.49872389999999,-34.5714586,"-34.5714586, -58.49872389999999",CABA,2025-09-23,2025-09-23
2023,6,30529236,435932400,Churn < 3M,Churn < 3M,LH,active,CHACARITA,-58.44787099999999,-34.59213370000001,"-34.59213370000001, -58.44787099999999",CABA,2025-09-23,2025-09-23
2023,6,30599217,511372199,Retained,Retained,LH,active,COLEGIALES,-58.45078100678063,-34.575820696824664,"-34.575820696824664, -58.45078100678063",CABA,2025-09-23,2025-09-23
2023,6,30601002,511342998,Retained,Retained,LH,active,COLEGIALES,-58.4600209,-34.5752075,"-34.5752075, -58.4600209",CABA,2025-09-23,2025-09-23
2023,6,30619196,441833534,Retained,Retained,LH,active,VILLA DEVOTO,-58.51035839999999,-34.5917255,"-34.5917255, -58.51035839999999",CABA,2025-09-23,2025-09-23
2023,6,30642772,274076779,Retained,Retained,LH,active,ALMAGRO,-58.43102219999999,-34.6104853,"-34.6104853, -58.43102219999999",CABA,2025-09-23,2025-09-23
2023,6,30654135,472462362,Retained,Retained,LT,active,BELGRANO,-58.4705111,-34.5690034,"-34.5690034, -58.4705111",CABA,2025-09-23,2025-09-23
2023,6,30662541,280207447,Retained,Retained,LT,active,RECOLETA,-58.3890646,-34.590837,"-34.590837, -58.3890646",CABA,2025-09-23,2025-09-23
2023,6,30705766,382534687,Churn < 3M,Churn,LT,active,BELGRANO,-58.45786,-34.5655397,"-34.5655397, -58.45786",CABA,2025-09-23,2025-09-23
2023,6,30706816,266534957,New,,LT,active,CABALLITO,-58.44039960000001,-34.6138756,"-34.6138756, -58.44039960000001",CABA,2025-09-23,2025-09-23
2023,6,30707381,136372458,Retained,Retained,LH,active,ALMAGRO,-58.4241976,-34.6016653,"-34.6016653, -58.4241976",CABA,2025-09-23,2025-09-23
2023,6,30725348,79064134,Retained,Retained,CA,active,VILLA URQUIZA,-58.49386020000001,-34.5669948,"-34.5669948, -58.49386020000001",CABA,2025-09-23,2025-09-23
2023,6,30733848,40639564,Retained,Retained,LT,active,PALERMO,-58.42139049999999,-34.5825097,"-34.5825097, -58.42139049999999",CABA,2025-09-23,2025-09-23
2023,6,30739245,415235640,Retained,New,LH,active,VILLA DEL PARQUE,-58.4940588,-34.6056552,"-34.6056552, -58.4940588",CABA,2025-09-23,2025-09-23
2023,6,30805594,497610630,New,,LT,active,ALMAGRO,-58.42899709999999,-34.6042517,"-34.6042517, -58.42899709999999",CABA,2025-09-23,2025-09-23
2023,6,30816828,471290391,Retained,Retained,LT,active,BELGRANO,-58.45703589999999,-34.5663126,"-34.5663126, -58.45703589999999",CABA,2025-09-23,2025-09-23
2023,6,30829752,329298793,Retained,Retained,LH,active,BELGRANO,-58.449275,-34.5584719,"-34.5584719, -58.449275",CABA,2025-09-23,2025-09-23
2023,6,30911744,347459755,Retained,Retained,LT,active,PALERMO,-58.4250063,-34.5839839,"-34.5839839, -58.4250063",CABA,2025-09-23,2025-09-23
2023,6,30914685,452469768,Retained,New,CA,active,CABALLITO,-58.4544252,-34.6245411,"-34.6245411, -58.4544252",CABA,2025-09-23,2025-09-23
2023,6,30938527,524484735,New,,LT,active,VILLA CRESPO,-58.4536224,-34.6009457,"-34.6009457, -58.4536224",CABA,2025-09-23,2025-09-23
2023,6,30962524,444850236,Retained,Retained,LH,active,PALERMO,-58.42423969999999,-34.5830082,"-34.5830082, -58.42423969999999",CABA,2025-09-23,2025-09-23
2023,6,30971673,364783427,Retained,Retained,LT,active,BELGRANO,-58.46241990000001,-34.5561457,"-34.5561457, -58.46241990000001",CABA,2025-09-23,2025-09-23
2023,6,30987754,900481,Churn > 3M,Churn > 3M,LT,active,VILLA CRESPO,-58.4359378,-34.5990507,"-34.5990507, -58.4359378",CABA,2025-09-23,2025-09-23
2023,6,30995178,221062963,Churn,Retained,LT,active,VILLA ORTUZAR,-58.46391089999999,-34.5786549,"-34.5786549, -58.46391089999999",CABA,2025-09-23,2025-09-23
2023,6,30997157,8142042,Retained,New,LH,active,LA BOCA,-58.3697578,-34.6345988,"-34.6345988, -58.3697578",CABA,2025-09-23,2025-09-23
2023,6,31021721,461658408,New,,LT,active,VILLA URQUIZA,-58.49235571286278,-34.56941722227437,"-34.56941722227437, -58.49235571286278",CABA,2025-09-23,2025-09-23
2023,6,31035673,345083056,Churn > 3M,Churn > 3M,LT,active,BELGRANO,-58.462222,-34.5571555,"-34.5571555, -58.462222",CABA,2025-09-23,2025-09-23
2023,6,31058038,529275575,Retained,Retained,LH,active,BELGRANO,-58.4577543,-34.5623767,"-34.5623767, -58.4577543",CABA,2025-09-23,2025-09-23
2023,6,31098185,26145210,Retained,Retained,LT,active,COGHLAN,-58.46871329384841,-34.563625319775305,"-34.563625319775305, -58.46871329384841",CABA,2025-09-23,2025-09-23
2023,6,31157614,59322795,Retained,Retained,LH,active,ALMAGRO,-58.4317117,-34.6014916,"-34.6014916, -58.4317117",CABA,2025-09-23,2025-09-23
2023,6,31157729,270208554,Retained,Retained,LH,active,PALERMO,-58.44671609999999,-34.5687106,"-34.5687106, -58.44671609999999",CABA,2025-09-23,2025-09-23
2023,6,31170742,491462419,Retained,Retained,CA,active,NUÑEZ,-58.46172079999999,-34.5449216,"-34.5449216, -58.46172079999999",CABA,2025-09-23,2025-09-23
2023,6,31170998,487604129,Retained,Retained,LH,active,VILLA URQUIZA,-58.47298060000001,-34.575115,"-34.575115, -58.47298060000001",CABA,2025-09-23,2025-09-23
2023,6,31186293,7880001,Retained,Retained,LT,active,LA PATERNAL,-58.4688716,-34.6018549,"-34.6018549, -58.4688716",CABA,2025-09-23,2025-09-23
2023,6,31206171,506925783,Retained,Retained,CA,active,PALERMO,-58.43021779999999,-34.5940373,"-34.5940373, -58.43021779999999",CABA,2025-09-23,2025-09-23
2023,6,31213459,268632605,Retained,Retained,LH,active,VILLA URQUIZA,-58.4849822,-34.5753585,"-34.5753585, -58.4849822",CABA,2025-09-23,2025-09-23
2023,6,31273404,518191160,Retained,Retained,CA,active,VILLA URQUIZA,-58.4810112,-34.5780611,"-34.5780611, -58.4810112",CABA,2025-09-23,2025-09-23
2023,6,31298278,330228543,Retained,Retained,LH,active,VILLA URQUIZA,-58.4955903,-34.5652202,"-34.5652202, -58.4955903",CABA,2025-09-23,2025-09-23
2023,6,31303825,204354155,Retained,Retained,LT,active,RECOLETA,-58.396804,-34.5924103,"-34.5924103, -58.396804",CABA,2025-09-23,2025-09-23
2023,6,31330484,536218148,Retained,Retained,CA,active,VILLA URQUIZA,-58.4847455,-34.5743316,"-34.5743316, -58.4847455",CABA,2025-09-23,2025-09-23
2023,6,31347896,280992704,Retained,Retained,LH,active,CABALLITO,-58.4498086,-34.6289518,"-34.6289518, -58.4498086",CABA,2025-09-23,2025-09-23
2023,6,31386622,541503401,Retained,Retained,CA,active,LA PATERNAL,-58.46245490909091,-34.6034046,"-34.6034046, -58.46245490909091",CABA,2025-09-23,2025-09-23
2023,6,31387591,485239921,Retained,Retained,CA,active,RETIRO,-58.3868384,-34.5986489,"-34.5986489, -58.3868384",CABA,2025-09-23,2025-09-23
2023,6,31387597,541491180,Retained,Retained,CA,active,VILLA URQUIZA,-58.48443319999999,-34.5734239,"-34.5734239, -58.48443319999999",CABA,2025-09-23,2025-09-23
2023,6,31395799,461079072,Retained,New,LH,active,CABALLITO,-58.4358622,-34.6257031,"-34.6257031, -58.4358622",CABA,2025-09-23,2025-09-23
2023,6,31410366,32707427,New,,LT,active,CABALLITO,-58.44894610000001,-34.6159354,"-34.6159354, -58.44894610000001",CABA,2025-09-23,2025-09-23
2023,6,31418657,93266194,Churn > 3M,Churn > 3M,LH,active,COLEGIALES,-58.445189,-34.5702373,"-34.5702373, -58.445189",CABA,2025-09-23,2025-09-23
2023,6,31437474,441165577,Retained,Retained,LH,active,BELGRANO,-58.4446769,-34.5647829,"-34.5647829, -58.4446769",CABA,2025-09-23,2025-09-23
2023,6,31462281,546130064,Retained,Retained,LH,active,ALMAGRO,-58.4218108,-34.6117996,"-34.6117996, -58.4218108",CABA,2025-09-23,2025-09-23
2023,6,31511761,547726987,Retained,Retained,CA,active,BOEDO,-58.42716480000001,-34.6242508,"-34.6242508, -58.42716480000001",CABA,2025-09-23,2025-09-23
2023,6,31516965,471516600,Churn < 3M,Churn < 3M,LH,active,COLEGIALES,-58.4536224,-34.5669975,"-34.5669975, -58.4536224",CABA,2025-09-23,2025-09-23
2023,6,31527138,553886948,Retained,Retained,LH,active,BELGRANO,-58.4567332,-34.5566389,"-34.5566389, -58.4567332",CABA,2025-09-23,2025-09-23
2023,6,31532400,323239826,Retained,Retained,LT,active,BALVANERA,-58.3953496,-34.6028917,"-34.6028917, -58.3953496",CABA,2025-09-23,2025-09-23
2023,6,31539519,554569876,Retained,Retained,CA,active,PALERMO,-58.41362770000001,-34.5835144,"-34.5835144, -58.41362770000001",CABA,2025-09-23,2025-09-23
2023,6,31568912,556534101,Retained,Retained,LH,active,RECOLETA,-58.3961246,-34.5948643,"-34.5948643, -58.3961246",CABA,2025-09-23,2025-09-23
2023,6,31578086,557354731,Churn > 3M,Churn > 3M,LH,active,PALERMO,-58.43868029999999,-34.5773744,"-34.5773744, -58.43868029999999",CABA,2025-09-23,2025-09-23
2023,6,31589353,524755023,New,,LT,active,BALVANERA,-58.40116630000001,-34.5998063,"-34.5998063, -58.40116630000001",CABA,2025-09-23,2025-09-23
2023,6,31641705,560291354,Retained,New,CA,active,NUÑEZ,-58.4598994,-34.5448999,"-34.5448999, -58.4598994",CABA,2025-09-23,2025-09-23
2023,6,31645575,241725612,Retained,Retained,LT,active,VILLA CRESPO,-58.4257849,-34.5975779,"-34.5975779, -58.4257849",CABA,2025-09-23,2025-09-23
2023,6,31673672,541686370,Retained,Retained,CA,active,ALMAGRO,-58.4135684,-34.6004537,"-34.6004537, -58.4135684",CABA,2025-09-23,2025-09-23
2023,6,31674101,240968857,Retained,Retained,LT,active,RECOLETA,-58.4086873,-34.596384,"-34.596384, -58.4086873",CABA,2025-09-23,2025-09-23
2023,6,31683645,468482702,Retained,Retained,LH,active,PALERMO,-58.4288792,-34.5877233,"-34.5877233, -58.4288792",CABA,2025-09-23,2025-09-23
2023,6,31689277,49281852,Retained,Retained,LH,active,BELGRANO,-58.4567731,-34.56340670000001,"-34.56340670000001, -58.4567731",CABA,2025-09-23,2025-09-23
2023,6,31698004,495819781,Retained,Retained,LH,active,CABALLITO,-58.4306144,-34.6236012,"-34.6236012, -58.4306144",CABA,2025-09-23,2025-09-23
2023,6,31711491,454070092,Retained,New,LT,active,VILLA DEVOTO,-58.51130740000001,-34.5914209,"-34.5914209, -58.51130740000001",CABA,2025-09-23,2025-09-23
2023,6,31746424,570515700,Retained,Retained,LT,active,SAN NICOLAS,-58.3901897,-34.6043901,"-34.6043901, -58.3901897",CABA,2025-09-23,2025-09-23
2023,6,31838677,575502545,Churn,Retained,CA,active,RECOLETA,-58.3935766,-34.5961123,"-34.5961123, -58.3935766",CABA,2025-09-23,2025-09-23
2023,6,31862665,362249692,New,,LT,active,MONSERRAT,-58.3725414,-34.6101135,"-34.6101135, -58.3725414",CABA,2025-09-23,2025-09-23
2023,6,31876487,574204562,Retained,New,CA,active,BOEDO,-58.41652,-34.62556,"-34.62556, -58.41652",CABA,2025-09-23,2025-09-23
2023,6,31917409,417574493,New,,LH,active,ALMAGRO,-58.415145,-34.6119414,"-34.6119414, -58.415145",CABA,2025-09-23,2025-09-23
2023,6,31928160,567493796,Retained,New,LH,active,VILLA CRESPO,-58.45227320000001,-34.5990297,"-34.5990297, -58.45227320000001",CABA,2025-09-23,2025-09-23
2023,6,31971210,60539238,Retained,Retained,LH,active,CABALLITO,-58.4277991,-34.6234067,"-34.6234067, -58.4277991",CABA,2025-09-23,2025-09-23
2023,6,32031123,151615953,Retained,Retained,LT,active,VILLA URQUIZA,-58.4909062,-34.5672464,"-34.5672464, -58.4909062",CABA,2025-09-23,2025-09-23
2023,6,32056335,71029936,Retained,Retained,LH,active,BALVANERA,-58.40861,-34.6113129,"-34.6113129, -58.40861",CABA,2025-09-23,2025-09-23
2023,6,32066261,170051229,Retained,Retained,LT,active,BELGRANO,-58.46214149999999,-34.55838290000001,"-34.55838290000001, -58.46214149999999",CABA,2025-09-23,2025-09-23
2023,6,32143979,448116369,Retained,New,LH,active,RECOLETA,-58.4189634,-34.594536,"-34.594536, -58.4189634",CABA,2025-09-23,2025-09-23
2023,6,32166734,37891092,Churn < 3M,Churn < 3M,LH,active,PALERMO,-58.42212799999999,-34.5895163,"-34.5895163, -58.42212799999999",CABA,2025-09-23,2025-09-23
2023,6,32205419,474455486,Retained,Retained,LH,active,NUÑEZ,-58.4555248,-34.5503336,"-34.5503336, -58.4555248",CABA,2025-09-23,2025-09-23
2023,6,32255583,43535668,Retained,Retained,LH,active,VILLA URQUIZA,-58.4862177,-34.5747924,"-34.5747924, -58.4862177",CABA,2025-09-23,2025-09-23
2023,6,32265223,177112227,Retained,Retained,LH,active,PALERMO,-58.424571027612686,-34.58749975807248,"-34.58749975807248, -58.424571027612686",CABA,2025-09-23,2025-09-23
2023,6,32332780,603350811,Retained,Retained,LH,active,NUÑEZ,-58.46021579999999,-34.5453292,"-34.5453292, -58.46021579999999",CABA,2025-09-23,2025-09-23
2023,6,32341601,534640212,Retained,Retained,CA,active,NUÑEZ,-58.4589577,-34.547323,"-34.547323, -58.4589577",CABA,2025-09-23,2025-09-23
2023,6,32362378,604768653,Retained,Retained,LT,active,PALERMO,-58.4339085,-34.5885531,"-34.5885531, -58.4339085",CABA,2025-09-23,2025-09-23
2023,6,32370442,604560696,Retained,Retained,CA,active,SAAVEDRA,-58.48325029999999,-34.5573124,"-34.5573124, -58.48325029999999",CABA,2025-09-23,2025-09-23
2023,6,32397510,334756511,Retained,Retained,LT,active,BOEDO,-58.4267723,-34.6222198,"-34.6222198, -58.4267723",CABA,2025-09-23,2025-09-23
2023,6,32457339,344636108,Retained,Retained,LH,active,PALERMO,-58.43278879999999,-34.5712433,"-34.5712433, -58.43278879999999",CABA,2025-09-23,2025-09-23
2023,6,32459547,454999698,Retained,Retained,LH,active,PALERMO,-58.4373921,-34.58185539999999,"-34.58185539999999, -58.4373921",CABA,2025-09-23,2025-09-23
2023,6,32496327,149889500,Retained,Retained,LH,active,NUÑEZ,-58.45546984785042,-34.55005869019795,"-34.55005869019795, -58.45546984785042",CABA,2025-09-23,2025-09-23
2023,6,32507567,611631630,Retained,Retained,LH,active,RECOLETA,-58.4049435,-34.5938473,"-34.5938473, -58.4049435",CABA,2025-09-23,2025-09-23
2023,6,32538834,520283921,Retained,Retained,CA,active,VILLA URQUIZA,-58.4916158,-34.569831,"-34.569831, -58.4916158",CABA,2025-09-23,2025-09-23
